"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NE6TX378","journalArticle","1995","Ramsey, Mike","Ant Pollination of the Perennial Herb Blandfordia grandiflora (Liliaceae)","Oikos","","00301299","10.2307/3545656","https://www.jstor.org/stable/3545656?origin=crossref","","1995-11","2021-09-30 16:43:33","2021-09-30 16:43:33","2021-09-30 16:43:33","265","","2","74","","Oikos","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/LVXHVSUP/Ramsey - 1995 - Ant Pollination of the Perennial Herb Blandfordia .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNCBA4EL","journalArticle","1993","Masters, G. J.; Brown, V. K.; Gange, A. C.","Plant Mediated Interactions between Above- and Below-Ground Insect Herbivores","Oikos","","00301299","10.2307/3545209","https://www.jstor.org/stable/3545209?origin=crossref","","1993-01","2021-09-30 16:43:35","2021-09-30 16:43:35","2021-09-30 16:43:35","148","","1","66","","Oikos","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/4PB99RDF/Masters et al. - 1993 - Plant Mediated Interactions between Above- and Bel.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JX4ERW54","journalArticle","1992","Joern, Anthony","Variable Impact of Avian Predation on Grasshopper Assemblies in Sandhills Grassland","Oikos","","00301299","10.2307/3545161","https://www.jstor.org/stable/3545161?origin=crossref","","1992-09","2021-09-30 16:43:36","2021-09-30 16:43:36","2021-09-30 16:43:36","458","","3","64","","Oikos","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/5EUG4N4I/Joern - 1992 - Variable Impact of Avian Predation on Grasshopper .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2PJJSKX","journalArticle","2005","van Veen, F. J. Frank; van Holland, Peter D.; Godfray, H. Charles J.","STABLE COEXISTENCE IN INSECT COMMUNITIES DUE TO DENSITY- AND TRAIT-MEDIATED INDIRECT EFFECTS","Ecology","","0012-9658","10.1890/04-1590","http://doi.wiley.com/10.1890/04-1590","Density-mediated and trait-mediated indirect interactions between s may have important roles in structuring ecological communities. Here we dissect contributions to community stability in a model herbivore-natural enemy interacti sisting of two aphid species (Acyrthosiphon pisum and Megoura viciae) and a spe parasitoid (Aphidius ervi) that attacks only one of the aphids (A. pisum). In replica experiments, we found that the two aphid species alone were unable to coexist, w pisum competitively excluding M. viciae. We also found that the simple host-par interaction between A. pisum and the parasitoid was unstable. However, the threecommunity persisted for at least 50 weeks. We constructed a series of models to the stability of the full community and conclude that it is due to a combination of de mediated and trait-mediated indirect interactions. Parasitoid attack on the susceptib reduces the interspecific competition experienced by the non-host (a density-medi fect), and the presence of the non-host reduces the searching efficiency of the pa (a trait-mediated effect).","2005-12","2021-09-30 16:43:37","2021-09-30 16:43:37","2021-09-30 16:43:37","3182-3189","","12","86","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/AKFIVSAP/van Veen et al. - 2005 - STABLE COEXISTENCE IN INSECT COMMUNITIES DUE TO DE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DGWE24Y","journalArticle","2004","Whitney, Kenneth D.","EXPERIMENTAL EVIDENCE THAT BOTH PARTIES BENEFIT IN A FACULTATIVE PLANT–SPIDER MUTUALISM","Ecology","","0012-9658","10.1890/03-0282","http://doi.wiley.com/10.1890/03-0282","Spiders are known to influence plant fitness, and vice versa. Yet, it has not been appreciated that these facultative relationships can be mutualistic. I examined the interaction between Phryganoporus candidus, a subsocial Australian spider, and the extrafloral nectary-bearing shrub Acacia ligulata to explore variability in mutualistic interactions over a three-year period. Spiders enhanced seed production by reducing seed predation by heteropterans, wasps, and weevils. Because spider colonies occupy only a fraction of a plant's volume, average benefits ranged from 0.4 to 6% increases in whole-plant seed production. These benefits were strongest in years of low seed production, suggesting that spiders may buffer plants against female reproductive failure. To evaluate benefits for spiders, I established experimental spider colonies on three common hosts. Spider performance (persistence and prey capture rates) on live A. ligulata and live hopbush Dodonaea viscosa exceeded that on dead acacia, suggesting that live hosts are more beneficial than dead hosts. Stable-isotope analyses demonstrated that colonies living on the three hosts differed substantially in diet, providing a possible mechanism for the observed differential suitability of hosts. However, the analyses were unable to establish conclusively that A. ligulata extrafloral nectar was an important reward for spiders. Variability in the A. ligulataP. candidus system suggests that plant-spider associations, like other facultative protection relationships, likely vary along a continuum from antagonism to mutualism. Key words: Acacia; density-mediated indirect effects; extrafloral nectar; Kinchega National Park, New South Wales, Australia; mutualism; Phryganoporus candidus; plant-spider interactions; seed predation, predispersal; spiders; stable isotope analysis; top-down effects; trophic cascade.","2004-06","2021-09-30 16:43:39","2021-09-30 16:43:39","2021-09-30 16:43:39","1642-1650","","6","85","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/4K3ZSBRL/Whitney - 2004 - EXPERIMENTAL EVIDENCE THAT BOTH PARTIES BENEFIT IN.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUSSAVER","journalArticle","2004","Siddon, Christopher E.; Witman, Jon D.","BEHAVIORAL INDIRECT INTERACTIONS: MULTIPLE PREDATOR EFFECTS AND PREY SWITCHING IN THE ROCKY SUBTIDAL","Ecology","","0012-9658","10.1890/03-0519","http://doi.wiley.com/10.1890/03-0519","The high trophic connectivity of many communities can produce large numbers of indirect interactions. Although many trait-mediated indirect interactions (TMII) are caused by changes in prey behavior, less is known about the effects of changes in predator behavior such as prey switching or multiple predator effects (MPE) on indirect interactions, especially in marine systems. We performed a series of field caging experiments off the Isles of Shoals, Maine (USA) from 2000 to 2002 to test for the presence of behaviorally mediated indirect effects in a shallow subtidal food web. Specifically, crab (Cancer borealis) predation on sea urchins (Strongylocentrotus droebachiensis) was quantified in three habitats (Codium fragile algal beds, barrens, and mussel beds) representing differing combinations of food and shelter to examine the effects of prey switching by crabs. A second predator (the lobster, Homarus americanus) was added to the crab treatments to examine MPE effects.","2004-11","2021-09-30 16:43:40","2021-09-30 16:43:40","2021-09-30 16:43:40","2938-2945","","11","85","","Ecology","BEHAVIORAL INDIRECT INTERACTIONS","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/I6QFY8KW/Siddon and Witman - 2004 - BEHAVIORAL INDIRECT INTERACTIONS MULTIPLE PREDATO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HDEXUEG","journalArticle","1999","Barnes, Paul W.; Archer, Steve","Tree‐shrub interactions in a subtropical savanna parkland: competition or facilitation?","Journal of Vegetation Science","","1100-9233, 1654-1103","10.2307/3237187","https://onlinelibrary.wiley.com/doi/abs/10.2307/3237187","Prosopis glandulosa var. glandulosa has played a central role in the encroachment of woody plants in southern Texas, grasslands and savannas by acting as a nurse plant for various shrubs that establish in its understory. To test for continued facilitation of established understory shrubs by Prosopis and to determine if established shrubs compete with the Prosopis nucleus, selective removal experiments were conducted and monitored over a 2 - 5 yr period. Short-term (1 - 3 days) and long-term (2 yr) growth and physiological activities (midday net photosynthesis and leaf/shoot water potential) of two common understory shrubs, Zanthoxylum fagara and Berberis trifoliolata, growing with Prosopis, were generally comparable to those of individuals occurring in clusters where Prosopis was removed. Shrubs growing with an intact Prosopis occasionally showed significantly higher leaf-[N] and pre-dawn water potentials than those in clusters lacking a live Prosopis, especially under drought conditions; however, these differences did not translate into greater midday leaf gas exchange or shoot growth. By comparison, removal of understory shrubs elicited large increases in Prosopis net photosynthesis, annual trunk growth in each of the 5 yr monitored, and seed pod production in three of the four years monitored. Seven of 26 Prosopis plants in experimental clusters with an intact understory died over a 5-yr period, compared to only two of the 26 plants in clusters with the cleared understory.","1999-08","2021-09-30 16:43:42","2021-09-30 16:43:42","2021-09-30 16:43:42","525-536","","4","10","","Journal of Vegetation Science","Tree‐shrub interactions in a subtropical savanna parkland","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/FHG8FY42/Barnes and Archer - 1999 - Tree‐shrub interactions in a subtropical savanna p.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QDZG5ZN","journalArticle","2021","Vicari, Mark; Hatcher, P E; Ayres', P G","Combined Effect of Foliar and Mycorrhizal Endophytes on an Insect Herbivore","","","","","","Many foliar endophytic fungi deter herbivores from feeding on their host plants, but a previous study has suggested that their deterrent effect may be reduced in the presence of arbuscular mycorrhizae. In our study, factorial experiments determined the effects of infection of perennial ryegrass, Lolium perenne, by the foliar endophyte Neotyphodium lolii [present (+E) or absent (-E)] and the mycorrhizal fungus Glomus mosseae [present (+M) or absent (-M)] on larvae of the noctuid moth Phlogophora meticulosa.","2021","2021-09-30 16:43:43","2021-09-30 16:43:43","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/simontye/Zotero/storage/F4PSDW2Z/Vicari et al. - 2021 - Combined Effect of Foliar and Mycorrhizal Endophyt.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YIBBLX25","journalArticle","1997","Streitwolf-Engel, R.; Boller, T.; Wiemken, A.; Sanders, I. R.","Clonal Growth Traits of Two Prunella Species are Determined by Co-Occurring Arbuscular Mycorrhizal Fungi from a Calcareous Grassland","The Journal of Ecology","","00220477","10.2307/2960650","https://www.jstor.org/stable/2960650?origin=crossref","","1997-04","2021-09-30 16:43:44","2021-09-30 16:43:44","2021-09-30 16:43:44","181","","2","85","","The Journal of Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/KJ59DHCB/Streitwolf-Engel et al. - 1997 - Clonal Growth Traits of Two Prunella Species are D.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPHI459I","journalArticle","1989","Schlosser, Isaac J.; Ebel, Kenneth K.","Effects of Flow Regime and Cyprinid Predation on a Headwater Stream","Ecological Monographs","","0012-9615, 1557-7015","10.2307/2937291","https://onlinelibrary.wiley.com/doi/10.2307/2937291","We used descriptive and experimental approaches on Gould Creek, a firstorder tributary of the Mississippi River near Lake Itasca, Minnesota to assess the influence of (1) flow regime on the colonization dynamics and abundance of invertebrates and cyprinids, and (2) cyprinid predation on invertebrates and fishes. Stream flow varied annually during the 3-yr (1984-1986) period. One dry year (1984), with few periods ofelevated flow, was followed by two wet years (1985-1986), with prolonged elevated (nonscouring) discharge. The density of benthic and drifting invertebrates increased dramatically with elevated flow. Benthic riffle invertebrates in particular increased, from a maximum of9000 individuals/m2 in 1984 to 91 000 individuals/m2 in 1985 and 51 000 individuals/m2 in 1986. Larval Hydropsychidae and Simuliidae were the primary groups increasing in abundance during elevated flow. To assess directly the influence of flow regime on benthic insect densities, flow was manipulated in six subsections of a riffle and colonization of natural rock substrates monitored. Total insect abundance was higher under elevated (nonscouring) vs. low flow within 6-8 d; after 24 d insect abundance was three times as high under elevated flow. Insect families responded differently to elevated flow, with the largest increase resulting from a pulse of colonization by larval Hydropsychidae in 6-8 d.","1989-03","2021-09-30 16:43:46","2021-09-30 16:43:46","2021-09-30 16:43:46","41-57","","1","59","","Ecological Monographs","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/TS7P6N9D/Schlosser and Ebel - 1989 - Effects of Flow Regime and Cyprinid Predation on a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WB9S3EKY","journalArticle","1994","Menge, Bruce A.; Berlow, Eric L.; Blanchette, Carol A.; Navarrete, Sergio A.; Yamada, Sylvia B.","The Keystone Species Concept: Variation in Interaction Strength in a Rocky Intertidal Habitat","Ecological Monographs","","0012-9615, 1557-7015","10.2307/2937163","https://onlinelibrary.wiley.com/doi/10.2307/2937163","The usefulness and generality of the keystone species concept has recently been questioned. We investigated variation in interaction strength between the original keystone predator, the seastar Pisaster ochraceus, and its primary prey, mussels (Mytilus ca/ifornianus and M. trossulus). The study was prompted by differences in community structure at two low zone sites along the central Oregon coast, Boiler Bay (BB) and Strawberry Hill (SH). Predators, especially seastars, were larger and more abundant at SH than at BB. Further, sessile animals were more abundant and macrophytes were less abundant at SH. Predators were more abundant at wave-exposed sites at both sites, and at SH, sessile invertebrates were more abundant at the wave-exposed location and sand cover was high at the wave-protected location. To test the hypothesis that variation in predation strength explained some of these differences, we examined the seastar-mussel interaction at locations with high and low wave exposure at both sites. Predation intensity was quantified by determining the survival of mussels in clumps (50 mussels per clump, shell length 4-7 em) transplanted to large plots (18-163 m2) with or without seastars in the low intertidal zone. Predation effects were quantified by determining prey recolonization rates in marked quadrats in the same large plots. Spatial variation in interaction strength was quantified by examining predation at scales of metres (among transplants within plots), lO's of metres (between replicate plots within each exposure at each site), 1OO's of metres (between wave exposures within locations), and 10 OOO's of metres (between sites). Temporal variation was evaluated by performing the experiments in 1990 and 1991. The relation between prey (mussel) recruitment and growth to differences in community structure was evaluated by quantifying recruitment density in plastic mesh balls (collectors) and growth of individually marked transplanted mussels, respectively, at each site x exposure x tide level combination each month for 4 yr.","1994-08","2021-09-30 16:43:48","2021-09-30 16:43:48","2021-09-30 16:43:48","249-286","","3","64","","Ecological Monographs","The Keystone Species Concept","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/JHNBKK8V/Menge et al. - 1994 - The Keystone Species Concept Variation in Interac.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6P45EFJ5","journalArticle","1993","Barton, Andrew M.","Factors Controlling Plant Distributions: Drought, Competition, and Fire in Montane Pines in Arizona","Ecological Monographs","","0012-9615, 1557-7015","10.2307/2937151","https://onlinelibrary.wiley.com/doi/10.2307/2937151","Recent models suggest that a trade-off in plants between tolerance ofwater limitation vs. tolerance oflight limitation results in changes in dominant species over productivity gradients of increasing soil moisture and decreasing forest-floor light. With increasing elevation (1568-2296 m) in the Chiricahua Mountains in southeastern Arizona, soil moisture and plant cover increased and, as a result, mean forest-floor light levels decreased, in accordance with the models. The light-moisture trade-off hypothesis predicts that, over this gradient, (1) shade tolerance and drought resistance should be negatively correlated, (2) decreasing light and lack of shade tolerance (i.e., tolerance of light competition) should control upper elevationallimits of species distributions, and (3) low soil moisture availability and lack ofdrought resistance should control lower elevational limits. With increasing elevation, however, fire frequency and litter depth also increased and soil temperature decreased. I tested the trade-off hypothesis and the role of these three additional factors in controlling upper elevationallimits of three pine species distributed along this gradient.","1993-11","2021-09-30 16:43:49","2021-09-30 16:43:49","2021-09-30 16:43:49","367-397","","4","63","","Ecological Monographs","Factors Controlling Plant Distributions","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/HIIAUTQH/Barton - 1993 - Factors Controlling Plant Distributions Drought, .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE7TICJR","journalArticle","2021","Snyder', William E; Ives, Anthony R","Generalist Predators Disrupt Biological Control by a Specialist Parasitoid","","","","","","Two broad classes of arthropod natural enemies attack insect herbivores: specialists and generalists. The tight dynamical linkage of specialist natural enemies and their prey may make the specialists able to respond numerically to, and perhaps suppress, herbivore outbreaks. Because generalist predators may attack not only herbivores, but also the herbivores' specialist natural enemies, generalist predators may disrupt control of herbivore populations rather than contribute to it.","2021","2021-09-30 16:43:51","2021-09-30 16:43:51","","13","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/simontye/Zotero/storage/JVW2D9HY/Snyder' and Ives - 2021 - Generalist Predators Disrupt Biological Control by.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6TYT9YS","journalArticle","2021","Wellborn', Gary A","Trade-Off between Competitive Ability and Antipredator Adaptation in a Freshwater Amphipod Species Complex","","","","","","Body size influences many physiological and ecological processes, and thus adaptive change in body size may hold diverse consequences for individuals. For amphipods in the Hyalella azteca species complex, divergence in body size appears to be driven by adaptation to disparate regimes of size-biased mortality experienced in different habitat types. Here I ask how size and size-related traits influence competitive ability of largebodied and small-bodied species. I examined competitive ability in both species using a factorial experiment in which the performance of each species was assessed in all combinations of the presence and absence of the heterospecific amphipod species crossed with the presence and absence of a snail species. Results demonstrated that the large and small Hyalella species differ substantially in competitive ability, with the large species being the superior general competitor. The competitive effect of the large species on the small species was substantial and caused significant reductions in abundance, body size, and fecundity of the small species. In contrast, performance of the large species was not affected significantly by presence of the small species. This competitive asymmetry was also seen in competitive interactions with snails. The small species appears to ""trade off"" competitive ability in order to survive in habitats with predatory fish, whereas the large species, which is able to obtain a size refuge from predation, has traits that confer strong competitive ability. Because of habitat differences in the cost-benefit structure of the trade-off, however, competition-mediated natural selection may be more intense in the large species than in the small species, a condition that may enhance evolutionary divergence in body size.","2021","2021-09-30 16:43:51","2021-09-30 16:43:51","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/simontye/Zotero/storage/ACREQ5FL/Wellborn' - 2021 - Trade-Off between Competitive Ability and Antipred.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPJF9MWP","journalArticle","2021","Sheppard, A W; Smyth, M J; Swirepik, A","The Impact of a Root-Crown Weevil and Pasture Competition on the Winter Annual Echium plantagineum","","","","","","","2021","2021-09-30 16:43:53","2021-09-30 16:43:53","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/simontye/Zotero/storage/RLUXQUD7/Sheppard et al. - 2021 - The Impact of a Root-Crown Weevil and Pasture Comp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGER2WDG","journalArticle","1992","Folgate, Laurie A.; Scheiner, Samuel M.","Distribution of a Restricted Locally Abundant Species: Effects of Competition and Nutrients on Coreopsis lanceolata","American Midland Naturalist","","00030031","10.2307/2426459","https://www.jstor.org/stable/2426459?origin=crossref","To determine if there is a trade-off between competitive ability and growth in unproductive conditions in Coreopsis lanceolata L. (Asteraceae), two studies were carried out. In one, a survey of natural populations quantified environmental parameters and plant traits. The results indicated that these habitats are characterized by low soil moisture and low nutrient availability; densities of C. lanceolata were negatively correlated with densities of other species. The second study was a transplant garden experiment in which three levels of nutrients and two levels of competition were manipulated. One garden was adjacent to a natural population and the second was in a more productive area where C. lanceolata did not occur. Plants grew, survived and reproduced better in the area where C. lanceolata did not occur if competitors were removed. Nutrient effects were transient and only affected growth soon after application. The trade-off between competitive ability and growth in unproductive habitats may be responsible for the distribution of C. lanceolata and other restricted locally abundant species which often are habitat specialists.","1992-10","2021-09-30 16:43:54","2021-09-30 16:43:54","2021-09-30 16:43:54","254","","2","128","","American Midland Naturalist","Distribution of a Restricted Locally Abundant Species","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/5EVBHIQ6/Folgate and Scheiner - 1992 - Distribution of a Restricted Locally Abundant Spec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDPLKIRM","journalArticle","1993","Wilson, A. D.; Shure, D. J.","Plant Competition and Nutrient Limitation during Early Succession in the Southern Appalachian Mountains","American Midland Naturalist","","00030031","10.2307/2426429","https://www.jstor.org/stable/2426429?origin=crossref","An experimental approach was used to examine the potential importance of nutrient limitation and competition on early successional development in Southern Appalachian forests. Treatments included tree removal, herb-shrub removal or NPK fertilization on 12 x 12 m plots established within a 20-ha clear-cut. A reciprocal increase in primary productivity following tree or herb-shrub removal suggests competition between these vegetation components. Black locust (Robinia pseudo-acacia) exhibited greater growth following herb-shrub removal. Aster and Solidago biomass increased significantly in the absence of trees. Herbaceous and tree productivity both increased following fertilization, indicating nutrient limitation during early succession. Tulip poplar (Liriodendron tulipifera) and red maple (Acer rubrum) had significantly greater productivity in fertilized areas than in control areas; other tree species were unaffected. In contrast, the occurrence of blackberry (Rubus spp.) in the 2nd yr of succession was restricted to fertilized plots. The vigorous growth of Rubus in fertilized areas apparently limited Robinia production. Herbs such as fireweed (Erechtites hieracifolia) and pokeweed (Phytolacca americana) were important in woody removal plus fertilization treatments. These findings suggest that competition and nutrient limitation interact in controlling species composition, relative productivity and time of species occurrence during early succession in the Southern Appalachians.","1993-01","2021-09-30 16:43:55","2021-09-30 16:43:55","2021-09-30 16:43:55","1","","1","129","","American Midland Naturalist","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/NDNCH29M/Wilson and Shure - 1993 - Plant Competition and Nutrient Limitation during E.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQUSYP2Q","journalArticle","","Pascual, Marta; Serra, Luis; Ayala', Francisco J","Interspecific Laboratory Competition of the Recently Sympatric Species Drosophila subobscura and Drosophila pseudoobscura","","","","","","Drosophila subobscura and D. pseudoobscura are closely related species coexisting on the West Coast of North America, which was recently colonized by D. subobscura. In competition experiments with overlapping generations, D. subobscura is eliminated by D. pseudoobscura in a few generations at all four temperatures and two initial frequencies tested. Yet in one-species cultures, D. subobscura thrives at all experimental conditions. Single-generation competition experiments reveal lower survivorship and productivity of D. subobscura at all temperatures and frequencies. Productivity per female is dependent on the initial frequencies: greater for D. subobscura as its initial frequency becomes higher, but lower for D. pseudoobscura as its frequency becomes higher. Strains of D. subobscura from three disparate geographic origins yield similar results.","","2021-09-30 16:43:56","2021-09-30 16:43:56","","7","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/simontye/Zotero/storage/JJ87QJLU/Pascual et al. - Interspecific Laboratory Competition of the Recent.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2H2D8ZGI","journalArticle","2021","Miller, T E","Evolution of Brassica rapa L. (Cruciferae) Populations in Intra- and Interspecific Competition","","","","","","Populations of Brassica rapa were grown for three generations in each of two environments: intraspecific competition, with four surrounding Brassica rapa neighbors per pot, and interspecific competition, with two Raphanus sativus neighbors per pot. In each environment, the largest (by flower number) 10% of the plants were outcrossed and provided seeds for the next generation. As a control, a randomly chosen 10% of the plants in each environment were outcrossed to produce seed for the next generation. Each of these four treatments, the selected lines in intraand interspecific competition and the corresponding control lines, was maintained for three generations. After a single generation of growth in a common, no-competition environment, replicate plants from each treatment were grown with no competition and with intra- and interspecific competition for determination of growth responses.","2021","2021-09-30 16:43:57","2021-09-30 16:43:57","","10","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/simontye/Zotero/storage/MRQ5JHTA/Miller - 2021 - Evolution of Brassica rapa L. (Cruciferae) Populat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6M7IPCR","journalArticle","1997","Hanna, R.; Wilson, L. T.; Zalom, F. G.; Flaherty, D. L.","Effects of Predation and Competition on the Population Dynamics of Tetranychus pacificus on Grapevines","The Journal of Applied Ecology","","00218901","10.2307/2405279","https://www.jstor.org/stable/2405279?origin=crossref","","1997-08","2021-09-30 16:43:58","2021-09-30 16:43:59","2021-09-30 16:43:58","878","","4","34","","The Journal of Applied Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/49RFVRWH/Hanna et al. - 1997 - Effects of Predation and Competition on the Popula.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SBSZKVT","journalArticle","1995","Kadmon, Ronen","Plant Competition along Soil Moisture Gradients: A Field Experiment with the Desert Annual Stipa Capensis","The Journal of Ecology","","00220477","10.2307/2261564","https://www.jstor.org/stable/2261564?origin=crossref","","1995-04","2021-09-30 16:44:00","2021-09-30 16:44:00","2021-09-30 16:44:00","253","","2","83","","The Journal of Ecology","Plant Competition along Soil Moisture Gradients","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/TGP2NMRM/Kadmon - 1995 - Plant Competition along Soil Moisture Gradients A.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G37QS45E","journalArticle","1994","Fonseca, Carlos Roberto","Herbivory and the Long-Lived Leaves of an Amazonian Ant-Tree","The Journal of Ecology","","00220477","10.2307/2261447","https://www.jstor.org/stable/2261447?origin=crossref","","1994-12","2021-09-30 16:44:01","2021-09-30 16:44:01","2021-09-30 16:44:01","833","","4","82","","The Journal of Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/M3ELB8WP/Fonseca - 1994 - Herbivory and the Long-Lived Leaves of an Amazonia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DBMUAQX","journalArticle","1995","Newsham, K. K.; Fitter, A. H.; Watkinson, A. R.","Arbuscular Mycorrhiza Protect an Annual Grass from Root Pathogenic Fungi in the Field","The Journal of Ecology","","00220477","10.2307/2261180","https://www.jstor.org/stable/2261180?origin=crossref","","1995-12","2021-09-30 16:44:03","2021-09-30 16:44:03","2021-09-30 16:44:03","991","","6","83","","The Journal of Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/KKGVZMN5/Newsham et al. - 1995 - Arbuscular Mycorrhiza Protect an Annual Grass from.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CURS7Q9M","journalArticle","1990","Bergelson, Joy","Spatial Patterning in Plants: Opposing Effects of Herbivory and Competition","The Journal of Ecology","","00220477","10.2307/2260944","https://www.jstor.org/stable/2260944?origin=crossref","","1990-12","2021-09-30 16:44:04","2021-09-30 16:44:04","2021-09-30 16:44:04","937","","4","78","","The Journal of Ecology","Spatial Patterning in Plants","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/7ZUKEDUC/Bergelson - 1990 - Spatial Patterning in Plants Opposing Effects of .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
